-84599.640625|81047.2265625|-9365.247070313|-41.97398376465|-0.3581558465958|0.9336618185043
-84469.3125|81342.2578125|-9359.086914063|8.4987449646|0.0740974843502|0.9972509741783
-78658.609375|80556.40625|-8446.456054688|30.97051429749|0.2669903039932|0.963699221611
-79568.546875|67708.9921875|-7861.026367188|33.2172164917|0.2858321964741|0.9582796692848
-72478.859375|60261.55859375|-5627.588867188|-125.3432540894|-0.8883900046349|0.4590895175934
-72002.265625|52701.31640625|-9940.499023438|-90.05220794678|-0.7074288725853|0.7067844867706
-74311.0234375|44999.35546875|-13512.80957031|36.48836135864|0.3130674362183|0.9497308731079
-69625.3203125|47134.8984375|-13422.80273438|38.23447799683|0.3275023698807|0.9448503851891
-68968.265625|47997.34375|-12709.22265625|36.1678352356|0.3104096651077|0.950602889061
-66214.21875|49151.19921875|-12601.19238281|34.56255340576|0.297062754631|0.9548579454422
-61047.67578125|50480.484375|-13380.51660156|89.55319976807|0.7043443918228|0.709858417511
-58955.65625|54301.3671875|-9598.731445313|59.2465057373|0.494294822216|0.8692943453789
-59178.078125|61846.48828125|-8673.212890625|103.8771896362|0.7873503565788|0.6165057420731
-47746.89453125|76898.1484375|-12299.03027344|174.8035125732|0.9989719390869|0.04533231258392
-44119.28125|79433.8984375|-12261.53808594|173.8176422119|0.9985448718071|0.05392491817474
-28451.63085938|81638.71875|-12801.18457031|-142.5051574707|-0.9469445347786|0.3213970065117
-33724.4609375|87442.0234375|-14034.88476563|-20.89330101013|-0.1813199818134|0.9834241271019
-31638.04101563|89072.4453125|-12522.74316406|15.7362613678|0.1368934363127|0.9905858039856
-44454.85546875|86839.703125|-13523.68652344|-45.9068107605|-0.3899823129177|0.9208223223686
-47324.98046875|90260.8125|-13210.97363281|-163.9602203369|-0.9902196526527|0.1395165920258
-43660.22265625|93387.6953125|-12230.38867188|-161.9978637695|-0.9876853823662|0.1564527750015
-49600.20703125|93464.421875|-12295.14160156|131.5008544922|0.9117650985718|0.4107121825218
-44059.15625|99447.1875|-8603.453125|104.8227310181|0.7924105525017|0.6099880933762
-44258.50390625|101473.859375|-8660.583984375|-131.8910217285|-0.9131581783295|0.4076052904129
-48344.6015625|100262.4921875|-12070.90917969|-97.06170654297|-0.7493124604225|0.6622166633606
